Date,Year,是否节假日,所处节日,产品,产品部门,品类,促销活动,折扣类型,促销渠道,促销广告类型,广告媒体名称,客户类型,客户性别,客户城市,客户所在州,客户所在区域,经销商名称,交易类型,支付方式,numeric1,numeric2,销售金额,成本金额,毛利额
1/31/2016,2016,NonHoliday,ValentinesDay,ValueMart Watermelon,Food,Produce,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Tulsa,Oklahoma,Southwest,Ripe Warehouse,购买,Debit,77,36,2646,1773,1079.6
1/31/2016,2016,NonHoliday,ValentinesDay,DealZone Squash,Food,Produce,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Rockledge,Georgia,South,Ripe Warehouse,购买,Cash,76,69,4968,2574,2946.1
1/31/2016,2016,NonHoliday,ValentinesDay,EasyFind Wheechair,Medical,Medical,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Beach,North Dakota,Midwest,Ripe Warehouse,购买,Debit,64,64,298,64,707.6
1/31/2016,2016,NonHoliday,ValentinesDay,TopQuality Steak,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Upper Marlboro,Maryland,East,Ripe Warehouse,购买,Credit,42,93,2280,392,2794.9
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Nicotine Patches,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Bladenboro,North Carolina,South,Ripe Warehouse,购买,Credit,48,18,6912,2430,4562.4
1/31/2016,2016,NonHoliday,ValentinesDay,Mother's Choice English Muffins,Food,Bakery,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Cobalt,Idaho,West,Ripe Warehouse,购买,Debit,-39,53,1989,611,1619.9
1/31/2016,2016,NonHoliday,ValentinesDay,EasyFind Tv Dinner,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,公司,0,Tucson,Arizona,Southwest,Ripe Warehouse,购买,Check,-80,-64,1200,624,905.6
1/31/2016,2016,NonHoliday,ValentinesDay,BestPrice Nicotine Gum,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Gove,Kansas,Midwest,Ripe Warehouse,购买,Credit,80,-68,2352,1280,1614.4
1/31/2016,2016,NonHoliday,ValentinesDay,Mother's Choice English Muffins,Food,Bakery,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Edinburg,Texas,Southwest,Ripe Warehouse,购买,Other,34,41,459,141,520.1
1/31/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Canned Olives,Food,Canned Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Roanoke,Virginia,East,Ripe Warehouse,购买,Check,-88,49,3450,1200,2402.1
1/31/2016,2016,NonHoliday,ValentinesDay,SanTop Diabetes Blood Testing Kit,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Brocton,Illinois,Midwest,Ripe Warehouse,购买,Cash,-68,58,738,526,480.4
1/31/2016,2016,NonHoliday,ValentinesDay,EasyFind Tv Dinner,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Antwerp,Ohio,Midwest,Ripe Warehouse,购买,Debit,-93,-36,2100,1092,1044.6
1/31/2016,2016,NonHoliday,ValentinesDay,Pam's Club Whole Milk,Food,Dairy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Macy,Nebraska,Midwest,Ripe Warehouse,购买,Other,77,-17,173,3,275.9
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Dish Soap,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Boston,Massachusetts,East,Ripe Warehouse,购买,Credit,50,-64,4014,2070,2403.6
1/31/2016,2016,NonHoliday,ValentinesDay,JoyDeal Tv Dinner,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Bloomington,Illinois,Midwest,Ripe Warehouse,Return,Credit,-47,-54,-1380,-174,-961.4
1/31/2016,2016,NonHoliday,ValentinesDay,Portland's Best Electric Razor,Misc,Gifts,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Center Sandwich,New Hampshire,East,Ripe Warehouse,购买,Debit,-54,48,2256,1038,1394.4
1/31/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Whole Milk,Food,Dairy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Gray,Kentucky,South,Ripe Warehouse,购买,Check,-69,40,4602,2535,2158
1/31/2016,2016,NonHoliday,ValentinesDay,Pam's Club Catfish,Food,Seafood,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Indianapolis,Indiana,Midwest,Ripe Warehouse,购买,Credit,67,-80,630,500,837
1/31/2016,2016,NonHoliday,ValentinesDay,Super-Valu Red Peppers,Food,Produce,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Tulsa,Oklahoma,Southwest,Ripe Warehouse,购买,Cash,-4,-63,6048,2128,4312.9
1/31/2016,2016,NonHoliday,ValentinesDay,VidaSource Tenderloin,Food,Meat,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Richmond,Virginia,East,Ripe Warehouse,购买,Credit,-3,-12,524,248,287.4
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Vanilla Ice Cream,Food,Frozen Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Williamsburg,Virginia,East,Ripe Warehouse,购买,Other,61,-54,5550,2990,2912.6
1/31/2016,2016,NonHoliday,ValentinesDay,Pam's Club Tuna,Food,Seafood,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Cambridge,Maryland,East,Ripe Warehouse,购买,Credit,-56,-64,1585,1210,728.6
1/31/2016,2016,NonHoliday,ValentinesDay,TopQuality Bratwurst,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Clovis,California,West,Ripe Warehouse,Return,Check,-12,-86,-1305,-555,-22.4
1/31/2016,2016,NonHoliday,ValentinesDay,VidaSource Tenderloin,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Amberg,Wisconsin,Midwest,Ripe Warehouse,购买,Credit,-22,89,917,434,1253.1
1/31/2016,2016,NonHoliday,ValentinesDay,Pam's Club Telephoto Lens,Misc,Photography,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Indianapolis,Indiana,Midwest,Ripe Warehouse,购买,Credit,0,-16,2418,494,1949.6
1/31/2016,2016,NonHoliday,ValentinesDay,SanTop Rotisserie Chicken,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Scottsdale,Arizona,Southwest,Ripe Warehouse,购买,Credit,50,-62,609,539,504.4
1/31/2016,2016,NonHoliday,ValentinesDay,JoyDeal Cinnamon Buns,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Dallas,Texas,Southwest,Ripe Warehouse,购买,Check,-79,-61,1524,639,1178.1
1/31/2016,2016,NonHoliday,ValentinesDay,Super-Valu Chicken Nuggets,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Athens,Illinois,Midwest,Ripe Warehouse,购买,Check,-89,-80,255,235,571
1/31/2016,2016,NonHoliday,ValentinesDay,VidaSource Chocolate Chip Cookies,Food,Bakery,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Nashville,Tennessee,South,Ripe Warehouse,购买,Debit,48,-32,2940,2136,954.4
1/31/2016,2016,NonHoliday,ValentinesDay,DealZone Ring,Misc,Gifts,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Phoenix,Arizona,Southwest,Ripe Warehouse,购买,Credit,74,56,1680,98,1969.6
1/31/2016,2016,NonHoliday,ValentinesDay,BestPrice Mezcal,Non-food,Liquor,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,North Charleston,South Carolina,South,Ripe Warehouse,购买,Credit,-97,46,5808,2892,3030.6
1/31/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Chicken Nuggets,Food,Meat,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Beach,North Dakota,Midwest,Ripe Warehouse,购买,Debit,-24,-47,4380,2895,1681.9
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Canned Olives,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Brownsboro,Alabama,South,Ripe Warehouse,购买,Other,-97,-27,5530,2884,2621.9
1/31/2016,2016,NonHoliday,ValentinesDay,SanTop Rye,Non-food,Liquor,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Fort Worth,Texas,Southwest,Ripe Warehouse,购买,Other,-78,-42,2849,1628,1319.4
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Canned Chili,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Americus,Georgia,South,Ripe Warehouse,购买,Cash,-77,-56,222,31,427.6
1/31/2016,2016,NonHoliday,ValentinesDay,EasyFind Ipa,Non-food,Liquor,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Fresno,California,West,Ripe Warehouse,购买,Check,-72,-11,2090,1430,600.1
1/31/2016,2016,NonHoliday,ValentinesDay,EasyFind Ipa,Non-food,Liquor,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Athens,Illinois,Midwest,Ripe Warehouse,购买,Credit,-37,27,5434,3718,1751.9
2/2/2016,2016,NonHoliday,Easter,TopQuality Bratwurst,Food,Meat,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Wilmington,North Carolina,South,Ripe Warehouse,Return,Credit,-31,-52,-2871,-1221,-1410.6
2/2/2016,2016,NonHoliday,Easter,DealZone Frozen Chicken Patties,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Sonora,Texas,Southwest,Ripe Warehouse,购买,Check,21,-86,1078,165,1673.6
2/2/2016,2016,NonHoliday,Easter,Super-Valu Red Peppers,Food,Produce,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Granada,Colorado,Southwest,Ripe Warehouse,购买,Cash,93,-81,6912,2432,5229.1
2/2/2016,2016,NonHoliday,Easter,SimpleBuy Birth Control,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Cordele,Georgia,South,Ripe Warehouse,购买,Credit,-72,-49,6908,6556,520.1
2/2/2016,2016,NonHoliday,Easter,BestPrice Chicken Noodle Soup,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Plano,Texas,Southwest,Ripe Warehouse,购买,Credit,66,-100,4020,972,4114
2/2/2016,2016,NonHoliday,Easter,SanTop Lactose Free Milk,Food,Dairy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Gastonia,North Carolina,South,Ripe Warehouse,购买,Credit,-86,24,1703,1573,101.6
2/2/2016,2016,NonHoliday,Easter,EasyFind Thermometer,Medical,Medical,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Passaic,New Jersey,East,Ripe Warehouse,购买,Credit,15,8,942,465,498.4
2/2/2016,2016,NonHoliday,Easter,Super-Valu Rash Ointment,Medical,Medical,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Custer,Michigan,Midwest,Ripe Warehouse,购买,Credit,52,36,1584,704,1061.6
2/2/2016,2016,NonHoliday,Easter,DealZone Kidney Beans,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Houston,Texas,Southwest,Ripe Warehouse,购买,Check,43,-41,1840,1576,475.1
2/2/2016,2016,NonHoliday,Easter,ValueMart Analog Camera,Misc,Photography,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Elgin,Arizona,Southwest,Ripe Warehouse,购买,Credit,91,62,1098,264,1309.4
2/2/2016,2016,NonHoliday,Easter,DealZone Chicken Wings,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Ashaway,Rhode Island,East,Ripe Warehouse,购买,Cash,53,-69,3861,1166,3224.1
2/2/2016,2016,NonHoliday,Easter,Trader Jon's Canned Chili,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Orange,California,West,Ripe Warehouse,购买,Check,-4,65,2442,341,2519.5
2/2/2016,2016,NonHoliday,Easter,Trader Jon's Canned Chili,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Thornton,Colorado,Southwest,Ripe Warehouse,购买,Check,-50,-2,888,124,714.4
2/2/2016,2016,NonHoliday,Easter,Mother's Choice Asthma Inhaler,Medical,Pharmacy,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Albion,California,West,Ripe Warehouse,购买,Credit,50,-95,2010,920,2042.5
2/2/2016,2016,NonHoliday,Easter,Super-Valu Butter,Food,Dairy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Avondale,Arizona,Southwest,Ripe Warehouse,购买,Credit,-90,-59,2304,224,2338.1
2/2/2016,2016,NonHoliday,Easter,BestPrice Adapters,Misc,Photography,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Berea,Ohio,Midwest,Ripe Warehouse,购买,Credit,87,18,287,152,254.4
2/2/2016,2016,NonHoliday,Easter,Mother's Choice Asthma Inhaler,Medical,Pharmacy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Annapolis,Illinois,Midwest,Ripe Warehouse,购买,Cash,-62,-29,5226,2392,2856.1
2/2/2016,2016,NonHoliday,Easter,SanTop Green Peppers,Food,Produce,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Columbia,North Carolina,South,Ripe Warehouse,购买,Credit,-74,68,1034,594,828.4
2/2/2016,2016,NonHoliday,Easter,SanTop Air Freshener,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Richardson,Texas,Southwest,Ripe Warehouse,购买,Credit,96,81,3690,1660,2782.1
2/2/2016,2016,NonHoliday,Easter,TopQuality Bratwurst,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Okemos,Michigan,Midwest,Ripe Warehouse,购买,Debit,23,-71,1566,666,1427.1
2/2/2016,2016,NonHoliday,Easter,Pam's Club Stuffed Animal,Misc,Gifts,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Waterbury,Connecticut,East,Ripe Warehouse,购买,Credit,-57,-91,444,100,1115.1
2/2/2016,2016,NonHoliday,Easter,SanTop Diabetes Blood Testing Kit,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Beggs,Oklahoma,Southwest,Ripe Warehouse,购买,Cash,-94,-98,3321,2367,1820.4
2/2/2016,2016,NonHoliday,Easter,VidaSource Chocolate Chip Cookies,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Des Moines,Iowa,Midwest,Ripe Warehouse,购买,Cash,76,-42,2205,1602,855.4
2/2/2016,2016,NonHoliday,Easter,SanTop Air Freshener,Non-food,Cleaning Supplies,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Lincoln,Nebraska,Midwest,Ripe Warehouse,购买,Credit,-51,-93,3321,1494,2640.9
2/2/2016,2016,NonHoliday,Easter,SanTop Lactose Free Milk,Food,Dairy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Birdseye,Indiana,Midwest,Ripe Warehouse,购买,Credit,51,-18,1572,1452,203.4
2/2/2016,2016,NonHoliday,Easter,DealZone Chicken Wings,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Austin,Texas,Southwest,Ripe Warehouse,购买,Debit,-53,74,1755,530,1719.6
2/2/2016,2016,NonHoliday,Easter,Portland's Best Electric Razor,Misc,Gifts,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Redlands,California,West,Ripe Warehouse,购买,Credit,15,-65,4512,2076,2873.5
2/2/2016,2016,NonHoliday,Easter,SanTop Yogurt,Food,Dairy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Beggs,Oklahoma,Southwest,Ripe Warehouse,购买,Credit,-87,-28,1788,240,1539.4
2/2/2016,2016,NonHoliday,Easter,Trader Jon's Nicotine Patches,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Orem,Utah,Southwest,Ripe Warehouse,购买,Debit,99,-90,4224,1485,3648
2/2/2016,2016,NonHoliday,Easter,Trader Jon's Picture Frames,Misc,Photography,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Charlotte,North Carolina,South,Ripe Warehouse,购买,Credit,-56,-66,4545,2313,2611.6
2/2/2016,2016,NonHoliday,Easter,BestPrice Mezcal,Non-food,Liquor,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Arlee,Montana,West,Ripe Warehouse,Return,Debit,36,49,-2904,-1446,-1181.9
2/2/2016,2016,NonHoliday,Easter,Super-Valu Red Peppers,Food,Produce,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Las Vegas,Nevada,West,Ripe Warehouse,购买,Check,31,-55,3888,1368,2853.5
2/2/2016,2016,NonHoliday,Easter,Mother's Choice Nicotine Patches,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Newcastle,Wyoming,West,Ripe Warehouse,购买,Debit,48,81,3744,2366,2082.1
2/2/2016,2016,NonHoliday,Easter,Mother's Choice English Muffins,Food,Bakery,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Elgin,Arizona,Southwest,Ripe Warehouse,购买,Credit,95,-53,1683,517,1541.9
2/2/2016,2016,NonHoliday,Easter,Portland's Best Tenderloin,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Coushatta,Louisiana,South,Ripe Warehouse,购买,Credit,-60,26,520,326,201.6
2/2/2016,2016,NonHoliday,Easter,SanTop Canned Corn,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Lorimor,Iowa,Midwest,Ripe Warehouse,购买,Cash,-66,61,6592,1984,4914.1
2/2/2016,2016,NonHoliday,Easter,Mother's Choice Nicotine Patches,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Clinton,Illinois,Midwest,Ripe Warehouse,购买,Credit,-38,-22,2304,1456,858.4
2/2/2016,2016,NonHoliday,Easter,BestPrice Chicken Noodle Soup,Food,Canned Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Clarksville,Tennessee,South,Ripe Warehouse,购买,Cash,61,60,2680,648,2453
2/2/2016,2016,NonHoliday,Easter,Trader Jon's Tenderloin,Food,Meat,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Branford,Florida,South,Ripe Warehouse,购买,Cash,-74,-69,1360,1320,442.1
2/2/2016,2016,NonHoliday,Easter,Mother's Choice English Muffins,Food,Bakery,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Oklahoma City,Oklahoma,Southwest,Ripe Warehouse,购买,Debit,57,70,1224,376,1395
2/2/2016,2016,NonHoliday,Easter,ValueMart Strawberry Ice Cream,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Wilmington,North Carolina,South,Ripe Warehouse,购买,Credit,-23,72,5796,2982,3309.4
2/2/2016,2016,NonHoliday,Easter,Pam's Club Ice Cream Sandwhiches,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Hampton,Georgia,South,Ripe Warehouse,购买,Cash,55,-48,2380,2040,625.4
2/2/2016,2016,NonHoliday,Easter,SanTop Air Freshener,Non-food,Cleaning Supplies,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Carrollton,Texas,Southwest,Ripe Warehouse,购买,Credit,94,-64,2952,1328,2127.6
2/2/2016,2016,NonHoliday,Easter,SimpleBuy Allergy Pills,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Birdseye,Indiana,Midwest,Ripe Warehouse,Return,Credit,-92,33,-481,-298,-166.1
2/2/2016,2016,NonHoliday,Easter,VidaSource Chocolate Chip Cookies,Food,Bakery,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,公司,0,Johns Creek,Georgia,South,Ripe Warehouse,购买,Other,-67,30,245,178,90
2/2/2016,2016,NonHoliday,Easter,SimpleBuy Minestrone Soup,Food,Canned Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Bogue,Kansas,Midwest,Ripe Warehouse,购买,Cash,-49,1,1287,873,365.1
2/2/2016,2016,NonHoliday,Easter,BestPrice Cantaloupe,Food,Produce,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Allerton,Iowa,Midwest,Ripe Warehouse,购买,Cash,20,22,3510,1443,2135.4
2/2/2016,2016,NonHoliday,Easter,Mother's Choice Chicken Nuggets,Food,Meat,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Amlin,Ohio,Midwest,Ripe Warehouse,购买,Debit,-61,9,876,579,244.1
